AIRLINE_ENGLISH,AIRLINE_KOREAN,AIRPORT,AIR_FLN,ARRIVED_ENG,ARRIVED_KOR,BAGGAGE_CLAIM,BOARDING_ENG,BOARDING_KOR,CITY,ETD,FLIGHT_DATE,GATE,IO,LINE,LINE_CODE,RMK_ENG,RMK_KOR,STD,UFID
T'WAY AIR CO.LTD,티웨이항공,CJU,TW907,JEJU,제주,1,GWANGJU,광주,KWJ,1722,20230430,,I,국내,D,ARRIVED   ,도착,1730,20230430CJUITW907
T'WAY AIR CO.LTD,티웨이항공,CJU,TW9807,JEJU,제주,2,DAEGU,대구,TAE,1713,20230430,,I,국내,D,ARRIVED   ,도착,1705,20230430CJUITW9807
T'WAY AIR CO.LTD,티웨이항공,CJU,TW9871,JEJU,제주,1,CHEONGJU,청주,CJJ,0944,20230430,,I,국내,D,ARRIVED   ,도착,0955,20230430CJUITW9871
T'WAY AIR CO.LTD,티웨이항공,CJU,TW9873,JEJU,제주,4,CHEONGJU,청주,CJJ,1014,20230430,,I,국내,D,ARRIVED   ,도착,1000,20230430CJUITW9873
T'WAY AIR CO.LTD,티웨이항공,CJU,TW9875,JEJU,제주,4,CHEONGJU,청주,CJJ,1318,20230430,,I,국내,D,ARRIVED   ,도착,1325,20230430CJUITW9875
HONGKONGEXPRESS,홍콩익스프레스,CJU,UO676,JEJU,제주,,HONG KONG,홍콩,HKG,0556,20230430,,I,국제,I,ARRIVED   ,도착,0620,20230430CJUIUO676
EASTAR JET,이스타항공,CJU,ZE201,JEJU,제주,4,GIMPO,서울/김포,GMP,0714,20230430,,I,국내,D,ARRIVED   ,도착,0720,20230430CJUIZE201
EASTAR JET,이스타항공,CJU,ZE205,JEJU,제주,1,GIMPO,서울/김포,GMP,0800,20230430,,I,국내,D,ARRIVED   ,도착,0755,20230430CJUIZE205
EASTAR JET,이스타항공,CJU,ZE207,JEJU,제주,1,GIMPO,서울/김포,GMP,0901,20230430,,I,국내,D,ARRIVED   ,도착,0905,20230430CJUIZE207
EASTAR JET,이스타항공,CJU,ZE209,JEJU,제주,4,GIMPO,서울/김포,GMP,1106,20230430,,I,국내,D,ARRIVED   ,도착,1105,20230430CJUIZE209
EASTAR JET,이스타항공,CJU,ZE211,JEJU,제주,1,GIMPO,서울/김포,GMP,1159,20230430,,I,국내,D,ARRIVED   ,도착,1205,20230430CJUIZE211
EASTAR JET,이스타항공,CJU,ZE213,JEJU,제주,1,GIMPO,서울/김포,GMP,1250,20230430,,I,국내,D,ARRIVED   ,도착,1250,20230430CJUIZE213
EASTAR JET,이스타항공,CJU,ZE217,JEJU,제주,1,GIMPO,서울/김포,GMP,1455,20230430,,I,국내,D,ARRIVED   ,도착,1450,20230430CJUIZE217
EASTAR JET,이스타항공,CJU,ZE221,JEJU,제주,1,GIMPO,서울/김포,GMP,1652,20230430,,I,국내,D,ARRIVED   ,도착,1650,20230430CJUIZE221
EASTAR JET,이스타항공,CJU,ZE223,JEJU,제주,1,GIMPO,서울/김포,GMP,1659,20230430,,I,국내,D,ARRIVED   ,도착,1705,20230430CJUIZE223
EASTAR JET,이스타항공,CJU,ZE227,JEJU,제주,1,GIMPO,서울/김포,GMP,1912,20230430,,I,국내,D,ARRIVED   ,도착,1920,20230430CJUIZE227
EASTAR JET,이스타항공,CJU,ZE231,JEJU,제주,1,GIMPO,서울/김포,GMP,2102,20230430,,I,국내,D,ARRIVED   ,도착,2035,20230430CJUIZE231
EASTAR JET,이스타항공,CJU,ZE233,JEJU,제주,5,GIMPO,서울/김포,GMP,2114,20230430,,I,국내,D,ARRIVED   ,도착,2055,20230430CJUIZE233
HI AIR,하이에어,CJU,4H1334,ULSAN,울산,,JEJU,제주,USN,1156,20230430,3A,O,국내,D,DEPARTED,출발,1110,20230430CJUO4H1334
HI AIR,하이에어,CJU,4H1338,ULSAN,울산,,JEJU,제주,USN,1930,20230430,4,O,국내,D,DEPARTED,출발,1925,20230430CJUO4H1338
HI AIR,하이에어,CJU,4H1356,SACHEON,진주/사천,,JEJU,제주,HIN,1906,20230430,3A,O,국내,D,DEPARTED,출발,1855,20230430CJUO4H1356
HI AIR,하이에어,CJU,4H1544,MUAN,무안,,JEJU,제주,MWX,1226,20230430,4,O,국내,D,DEPARTED,출발,1215,20230430CJUO4H1544
HI AIR,하이에어,CJU,4H1612,GIMPO,서울/김포,,JEJU,제주,GMP,1730,20230430,3A,O,국내,D,DEPARTED,출발,1600,20230430CJUO4H1612
HI AIR,하이에어,CJU,4H1614,GIMPO,서울/김포,,JEJU,제주,GMP,2117,20230430,3A,O,국내,D,DEPARTED,출발,2110,20230430CJUO4H1614
FLY GANGWON,플라이강원,CJU,4V502,YANGYANG,양양,,JEJU,제주,YNY,1146,20230430,3A,O,국내,D,DEPARTED,출발,1110,20230430CJUO4V502
FLY GANGWON,플라이강원,CJU,4V506,YANGYANG,양양,,JEJU,제주,YNY,2015,20230430,3A,O,국내,D,DEPARTED,출발,1955,20230430CJUO4V506
JEJU AIR,제주항공,CJU,7C104,GIMPO,서울/김포,,JEJU,제주,GMP,0957,20230430,1A,O,국내,D,DEPARTED,출발,0945,20230430CJUO7C104
JEJU AIR,제주항공,CJU,7C106,GIMPO,서울/김포,,JEJU,제주,GMP,1031,20230430,1A,O,국내,D,DEPARTED,출발,1010,20230430CJUO7C106
JEJU AIR,제주항공,CJU,7C108,GIMPO,서울/김포,,JEJU,제주,GMP,1105,20230430,9,O,국내,D,DEPARTED,출발,1050,20230430CJUO7C108
JEJU AIR,제주항공,CJU,7C112,GIMPO,서울/김포,,JEJU,제주,GMP,1200,20230430,1A,O,국내,D,DEPARTED,출발,1140,20230430CJUO7C112
JEJU AIR,제주항공,CJU,7C114,GIMPO,서울/김포,,JEJU,제주,GMP,1227,20230430,9,O,국내,D,DEPARTED,출발,1210,20230430CJUO7C114
JEJU AIR,제주항공,CJU,7C116,GIMPO,서울/김포,,JEJU,제주,GMP,1337,20230430,9,O,국내,D,DEPARTED,출발,1325,20230430CJUO7C116
JEJU AIR,제주항공,CJU,7C118,GIMPO,서울/김포,,JEJU,제주,GMP,1429,20230430,1A,O,국내,D,DEPARTED,출발,1400,20230430CJUO7C118
JEJU AIR,제주항공,CJU,7C120,GIMPO,서울/김포,,JEJU,제주,GMP,1648,20230430,9,O,국내,D,DEPARTED,출발,1630,20230430CJUO7C120
JEJU AIR,제주항공,CJU,7C122,GIMPO,서울/김포,,JEJU,제주,GMP,1739,20230430,9,O,국내,D,DEPARTED,출발,1720,20230430CJUO7C122
JEJU AIR,제주항공,CJU,7C124,GIMPO,서울/김포,,JEJU,제주,GMP,1813,20230430,7,O,국내,D,DEPARTED,출발,1755,20230430CJUO7C124
JEJU AIR,제주항공,CJU,7C126,GIMPO,서울/김포,,JEJU,제주,GMP,2007,20230430,1A,O,국내,D,DEPARTED,출발,2000,20230430CJUO7C126
JEJU AIR,제주항공,CJU,7C128,GIMPO,서울/김포,,JEJU,제주,GMP,2115,20230430,9,O,국내,D,DEPARTED,출발,2050,20230430CJUO7C128
JEJU AIR,제주항공,CJU,7C130,GIMPO,서울/김포,,JEJU,제주,GMP,2148,20230430,2,O,국내,D,DEPARTED,출발,2105,20230430CJUO7C130
JEJU AIR,제주항공,CJU,7C134,GIMPO,서울/김포,,JEJU,제주,GMP,2159,20230430,8,O,국내,D,DEPARTED,출발,2120,20230430CJUO7C134
JEJU AIR,제주항공,CJU,7C136,GIMPO,서울/김포,,JEJU,제주,GMP,0859,20230430,1A,O,국내,D,DEPARTED,출발,0845,20230430CJUO7C136
JEJU AIR,제주항공,CJU,7C140,GIMPO,서울/김포,,JEJU,제주,GMP,0752,20230430,9,O,국내,D,DEPARTED,출발,0740,20230430CJUO7C140
JEJU AIR,제주항공,CJU,7C142,GIMPO,서울/김포,,JEJU,제주,GMP,1128,20230430,1A,O,국내,D,DEPARTED,출발,1115,20230430CJUO7C142
JEJU AIR,제주항공,CJU,7C144,GIMPO,서울/김포,,JEJU,제주,GMP,1514,20230430,2,O,국내,D,DEPARTED,출발,1500,20230430CJUO7C144
JEJU AIR,제주항공,CJU,7C146,GIMPO,서울/김포,,JEJU,제주,GMP,1910,20230430,1A,O,국내,D,DEPARTED,출발,1840,20230430CJUO7C146
JEJU AIR,제주항공,CJU,7C154,GIMPO,서울/김포,,JEJU,제주,GMP,1236,20230430,1A,O,국내,D,DEPARTED,출발,1220,20230430CJUO7C154
JEJU AIR,제주항공,CJU,7C158,GIMPO,서울/김포,,JEJU,제주,GMP,2142,20230430,1A,O,국내,D,DEPARTED,출발,2110,20230430CJUO7C158
JEJU AIR,제주항공,CJU,7C504,GIMHAE,부산/김해,,JEJU,제주,PUS,1108,20230430,1,O,국내,D,DEPARTED,출발,1045,20230430CJUO7C504
JEJU AIR,제주항공,CJU,7C506,GIMHAE,부산/김해,,JEJU,제주,PUS,1329,20230430,1A,O,국내,D,DEPARTED,출발,1300,20230430CJUO7C506
JEJU AIR,제주항공,CJU,7C508,GIMHAE,부산/김해,,JEJU,제주,PUS,1418,20230430,3A,O,국내,D,DEPARTED,출발,1405,20230430CJUO7C508
JEJU AIR,제주항공,CJU,7C510,GIMHAE,부산/김해,,JEJU,제주,PUS,1545,20230430,9,O,국내,D,DEPARTED,출발,1520,20230430CJUO7C510
JEJU AIR,제주항공,CJU,7C514,GIMHAE,부산/김해,,JEJU,제주,PUS,1901,20230430,6,O,국내,D,DEPARTED,출발,1840,20230430CJUO7C514
JEJU AIR,제주항공,CJU,7C516,GIMHAE,부산/김해,,JEJU,제주,PUS,2033,20230430,2,O,국내,D,DEPARTED,출발,2005,20230430CJUO7C516
JEJU AIR,제주항공,CJU,7C602,GWANGJU,광주,,JEJU,제주,KWJ,0832,20230430,2,O,국내,D,DEPARTED,출발,0820,20230430CJUO7C602
JEJU AIR,제주항공,CJU,7C606,GWANGJU,광주,,JEJU,제주,KWJ,1705,20230430,1A,O,국내,D,DEPARTED,출발,1650,20230430CJUO7C606
JEJU AIR,제주항공,CJU,7C704,DAEGU,대구,,JEJU,제주,TAE,1456,20230430,9,O,국내,D,DEPARTED,출발,1425,20230430CJUO7C704
JEJU AIR,제주항공,CJU,7C706,DAEGU,대구,,JEJU,제주,TAE,1808,20230430,8,O,국내,D,DEPARTED,출발,1745,20230430CJUO7C706
JEJU AIR,제주항공,CJU,7C768,DAEGU,대구,,JEJU,제주,TAE,2220,20230430,1,O,국내,D,DEPARTED,출발,2205,20230430CJUO7C768
JEJU AIR,제주항공,CJU,7C802,CHEONGJU,청주,,JEJU,제주,CJJ,0946,20230430,2,O,국내,D,DEPARTED,출발,0930,20230430CJUO7C802
JEJU AIR,제주항공,CJU,7C850,CHEONGJU,청주,,JEJU,제주,CJJ,2253,20230430,3,O,국내,D,DEPARTED,출발,2220,20230430CJUO7C850
JEJU AIR,제주항공,CJU,7C852,CHEONGJU,청주,,JEJU,제주,CJJ,0824,20230430,7,O,국내,D,DEPARTED,출발,0810,20230430CJUO7C852
JEJU AIR,제주항공,CJU,7C854,CHEONGJU,청주,,JEJU,제주,CJJ,1743,20230430,1A,O,국내,D,DEPARTED,출발,1730,20230430CJUO7C854
JEJU AIR,제주항공,CJU,7C856,CHEONGJU,청주,,JEJU,제주,CJJ,1727,20230430,2,O,국내,D,DEPARTED,출발,1710,20230430CJUO7C856
SPRING AIRLINES,춘추항공,CJU,9C8568,PUDONG,상하이/푸동,,JEJU,제주,PVG,2127,20230430,15,O,국제,I,DEPARTED,출발,2135,20230430CJUO9C8568
SPRING AIRLINES,춘추항공,CJU,9C8570,PUDONG,상하이/푸동,,JEJU,제주,PVG,1111,20230430,18,O,국제,I,DEPARTED,출발,1120,20230430CJUO9C8570
AIR BUSAN,에어부산,CJU,BX8010,GIMPO,서울/김포,,JEJU,제주,GMP,1640,20230430,8,O,국내,D,DEPARTED,출발,1620,20230430CJUOBX8010
AIR BUSAN,에어부산,CJU,BX8014,GIMPO,서울/김포,,JEJU,제주,GMP,2133,20230430,7,O,국내,D,DEPARTED,출발,2115,20230430CJUOBX8014
AIR BUSAN,에어부산,CJU,BX8018,GIMPO,서울/김포,,JEJU,제주,GMP,1946,20230430,9,O,국내,D,DEPARTED,출발,1935,20230430CJUOBX8018
AIR BUSAN,에어부산,CJU,BX8026,GIMPO,서울/김포,,JEJU,제주,GMP,0853,20230430,12,O,국내,D,DEPARTED,출발,0840,20230430CJUOBX8026
AIR BUSAN,에어부산,CJU,BX8028,GIMPO,서울/김포,,JEJU,제주,GMP,1450,20230430,8,O,국내,D,DEPARTED,출발,1320,20230430CJUOBX8028
AIR BUSAN,에어부산,CJU,BX8040,GIMPO,서울/김포,,JEJU,제주,GMP,1041,20230430,8,O,국내,D,DEPARTED,출발,1030,20230430CJUOBX8040
AIR BUSAN,에어부산,CJU,BX8090,GIMPO,서울/김포,,JEJU,제주,GMP,1444,20230430,10,O,국내,D,DEPARTED,출발,1430,20230430CJUOBX8090
AIR BUSAN,에어부산,CJU,BX8100,GIMHAE,부산/김해,,JEJU,제주,PUS,0844,20230430,8,O,국내,D,DEPARTED,출발,0830,20230430CJUOBX8100
AIR BUSAN,에어부산,CJU,BX8102,GIMHAE,부산/김해,,JEJU,제주,PUS,0950,20230430,9,O,국내,D,DEPARTED,출발,0930,20230430CJUOBX8102
AIR BUSAN,에어부산,CJU,BX8106,GIMHAE,부산/김해,,JEJU,제주,PUS,0916,20230430,10,O,국내,D,DEPARTED,출발,0910,20230430CJUOBX8106
AIR BUSAN,에어부산,CJU,BX8108,GIMHAE,부산/김해,,JEJU,제주,PUS,1348,20230430,10,O,국내,D,DEPARTED,출발,1330,20230430CJUOBX8108
AIR BUSAN,에어부산,CJU,BX8110,GIMHAE,부산/김해,,JEJU,제주,PUS,1521,20230430,8,O,국내,D,DEPARTED,출발,1455,20230430CJUOBX8110
AIR BUSAN,에어부산,CJU,BX8112,GIMHAE,부산/김해,,JEJU,제주,PUS,1702,20230430,10,O,국내,D,DEPARTED,출발,1630,20230430CJUOBX8112
AIR BUSAN,에어부산,CJU,BX8116,GIMHAE,부산/김해,,JEJU,제주,PUS,1851,20230430,8,O,국내,D,DEPARTED,출발,1835,20230430CJUOBX8116
AIR BUSAN,에어부산,CJU,BX8118,GIMHAE,부산/김해,,JEJU,제주,PUS,2020,20230430,13,O,국내,D,DEPARTED,출발,2000,20230430CJUOBX8118
AIR BUSAN,에어부산,CJU,BX8132,GIMHAE,부산/김해,,JEJU,제주,PUS,1835,20230430,10,O,국내,D,DEPARTED,출발,1710,20230430CJUOBX8132
AIR BUSAN,에어부산,CJU,BX8136,GIMHAE,부산/김해,,JEJU,제주,PUS,1009,20230430,8,O,국내,D,DEPARTED,출발,0950,20230430CJUOBX8136
AIR BUSAN,에어부산,CJU,BX8138,GIMHAE,부산/김해,,JEJU,제주,PUS,1947,20230430,10,O,국내,D,DEPARTED,출발,1935,20230430CJUOBX8138
AIR BUSAN,에어부산,CJU,BX8182,GIMHAE,부산/김해,,JEJU,제주,PUS,1334,20230430,13,O,국내,D,DEPARTED,출발,1310,20230430CJUOBX8182
AIR BUSAN,에어부산,CJU,BX8192,GIMHAE,부산/김해,,JEJU,제주,PUS,1616,20230430,8,O,국내,D,DEPARTED,출발,1600,20230430CJUOBX8192
AIR BUSAN,에어부산,CJU,BX8196,GIMHAE,부산/김해,,JEJU,제주,PUS,2051,20230430,8,O,국내,D,DEPARTED,출발,2040,20230430CJUOBX8196
CATHAY PACIFIC AIRWAYS,캐세이퍼시픽항공,CJU,CX5697,HONG KONG,홍콩,,JEJU,제주,HKG,0809,20230430,15,O,국제,I,DEPARTED,출발,0755,20230430CJUOCX5697
JUNEYAO AIRLINES,중국길상항공(준야오항공),CJU,HO1378,PUDONG,상하이/푸동,,JEJU,제주,PVG,2221,20230430,20,O,국제,I,DEPARTED,출발,2220,20230430CJUOHO1378
JUNEYAO AIRLINES,중국길상항공(준야오항공),CJU,HO1610,NANJING,난징(남경)/난징,,JEJU,제주,NKG,1150,20230430,,O,국제,I,DEPARTED,출발,1155,20230430CJUOHO1610
KOREAN AIR,대한항공,CJU,KE1118,GIMPO,서울/김포,,JEJU,제주,GMP,0710,20230430,2,O,국내,D,DEPARTED,출발,0700,20230430CJUOKE1118
KOREAN AIR,대한항공,CJU,KE1142,GIMPO,서울/김포,,JEJU,제주,GMP,0905,20230430,5,O,국내,D,DEPARTED,출발,0840,20230430CJUOKE1142
KOREAN AIR,대한항공,CJU,KE1150,GIMPO,서울/김포,,JEJU,제주,GMP,0926,20230430,5,O,국내,D,DEPARTED,출발,0910,20230430CJUOKE1150
KOREAN AIR,대한항공,CJU,KE1156,GIMPO,서울/김포,,JEJU,제주,GMP,0959,20230430,5,O,국내,D,DEPARTED,출발,0935,20230430CJUOKE1156
KOREAN AIR,대한항공,CJU,KE1166,GIMPO,서울/김포,,JEJU,제주,GMP,1057,20230430,5,O,국내,D,DEPARTED,출발,1005,20230430CJUOKE1166
KOREAN AIR,대한항공,CJU,KE1174,GIMPO,서울/김포,,JEJU,제주,GMP,1114,20230430,13,O,국내,D,DEPARTED,출발,1055,20230430CJUOKE1174
KOREAN AIR,대한항공,CJU,KE1184,GIMPO,서울/김포,,JEJU,제주,GMP,1132,20230430,3,O,국내,D,DEPARTED,출발,1120,20230430CJUOKE1184
KOREAN AIR,대한항공,CJU,KE1188,GIMPO,서울/김포,,JEJU,제주,GMP,1143,20230430,6,O,국내,D,DEPARTED,출발,1130,20230430CJUOKE1188
KOREAN AIR,대한항공,CJU,KE1200,GIMPO,서울/김포,,JEJU,제주,GMP,1245,20230430,5,O,국내,D,DEPARTED,출발,1225,20230430CJUOKE1200
KOREAN AIR,대한항공,CJU,KE1218,GIMPO,서울/김포,,JEJU,제주,GMP,1421,20230430,3,O,국내,D,DEPARTED,출발,1320,20230430CJUOKE1218
KOREAN AIR,대한항공,CJU,KE1226,GIMPO,서울/김포,,JEJU,제주,GMP,1400,20230430,5,O,국내,D,DEPARTED,출발,1345,20230430CJUOKE1226
KOREAN AIR,대한항공,CJU,KE1238,GIMPO,서울/김포,,JEJU,제주,GMP,1504,20230430,5,O,국내,D,DEPARTED,출발,1440,20230430CJUOKE1238
KOREAN AIR,대한항공,CJU,KE1246,GIMPO,서울/김포,,JEJU,제주,GMP,1534,20230430,6,O,국내,D,DEPARTED,출발,1500,20230430CJUOKE1246
KOREAN AIR,대한항공,CJU,KE1254,GIMPO,서울/김포,,JEJU,제주,GMP,1559,20230430,13,O,국내,D,DEPARTED,출발,1545,20230430CJUOKE1254
KOREAN AIR,대한항공,CJU,KE1262,GIMPO,서울/김포,,JEJU,제주,GMP,1624,20230430,6,O,국내,D,DEPARTED,출발,1610,20230430CJUOKE1262
KOREAN AIR,대한항공,CJU,KE1264,GIMPO,서울/김포,,JEJU,제주,GMP,1711,20230430,11,O,국내,D,DEPARTED,출발,1615,20230430CJUOKE1264
KOREAN AIR,대한항공,CJU,KE1270,GIMPO,서울/김포,,JEJU,제주,GMP,1701,20230430,5,O,국내,D,DEPARTED,출발,1640,20230430CJUOKE1270
KOREAN AIR,대한항공,CJU,KE1278,GIMPO,서울/김포,,JEJU,제주,GMP,1724,20230430,1,O,국내,D,DEPARTED,출발,1700,20230430CJUOKE1278
KOREAN AIR,대한항공,CJU,KE1286,GIMPO,서울/김포,,JEJU,제주,GMP,1828,20230430,5,O,국내,D,DEPARTED,출발,1735,20230430CJUOKE1286
KOREAN AIR,대한항공,CJU,KE1294,GIMPO,서울/김포,,JEJU,제주,GMP,1858,20230430,5,O,국내,D,DEPARTED,출발,1820,20230430CJUOKE1294
KOREAN AIR,대한항공,CJU,KE1312,GIMPO,서울/김포,,JEJU,제주,GMP,1942,20230430,13,O,국내,D,DEPARTED,출발,1905,20230430CJUOKE1312
KOREAN AIR,대한항공,CJU,KE1320,GIMPO,서울/김포,,JEJU,제주,GMP,1952,20230430,1,O,국내,D,DEPARTED,출발,1935,20230430CJUOKE1320
KOREAN AIR,대한항공,CJU,KE1324,GIMPO,서울/김포,,JEJU,제주,GMP,2028,20230430,6,O,국내,D,DEPARTED,출발,1950,20230430CJUOKE1324
KOREAN AIR,대한항공,CJU,KE1326,GIMPO,서울/김포,,JEJU,제주,GMP,2118,20230430,5,O,국내,D,DEPARTED,출발,2020,20230430CJUOKE1326
KOREAN AIR,대한항공,CJU,KE1330,GIMPO,서울/김포,,JEJU,제주,GMP,2048,20230430,1A,O,국내,D,DEPARTED,출발,2030,20230430CJUOKE1330
KOREAN AIR,대한항공,CJU,KE1336,GIMPO,서울/김포,,JEJU,제주,GMP,2129,20230430,5,O,국내,D,DEPARTED,출발,2050,20230430CJUOKE1336
KOREAN AIR,대한항공,CJU,KE1344,GIMPO,서울/김포,,JEJU,제주,GMP,2154,20230430,6,O,국내,D,DEPARTED,출발,2115,20230430CJUOKE1344
KOREAN AIR,대한항공,CJU,KE1386,GIMPO,서울/김포,,JEJU,제주,GMP,1831,20230430,2,O,국내,D,DEPARTED,출발,1810,20230430CJUOKE1386
KOREAN AIR,대한항공,CJU,KE1512,GIMHAE,부산/김해,,JEJU,제주,PUS,0912,20230430,8,O,국내,D,DEPARTED,출발,0845,20230430CJUOKE1512
KOREAN AIR,대한항공,CJU,KE1526,GIMHAE,부산/김해,,JEJU,제주,PUS,1220,20230430,13,O,국내,D,DEPARTED,출발,1200,20230430CJUOKE1526
KOREAN AIR,대한항공,CJU,KE1538,GIMHAE,부산/김해,,JEJU,제주,PUS,1527,20230430,5,O,국내,D,DEPARTED,출발,1505,20230430CJUOKE1538
KOREAN AIR,대한항공,CJU,KE1546,GIMHAE,부산/김해,,JEJU,제주,PUS,1802,20230430,5,O,국내,D,DEPARTED,출발,1730,20230430CJUOKE1546
KOREAN AIR,대한항공,CJU,KE1550,GIMHAE,부산/김해,,JEJU,제주,PUS,1841,20230430,3,O,국내,D,DEPARTED,출발,1820,20230430CJUOKE1550
KOREAN AIR,대한항공,CJU,KE1554,GIMHAE,부산/김해,,JEJU,제주,PUS,1935,20230430,3,O,국내,D,DEPARTED,출발,1925,20230430CJUOKE1554
KOREAN AIR,대한항공,CJU,KE1562,GIMHAE,부산/김해,,JEJU,제주,PUS,2138,20230430,5,O,국내,D,DEPARTED,출발,2105,20230430CJUOKE1562
KOREAN AIR,대한항공,CJU,KE1596,ULSAN,울산,,JEJU,제주,USN,1251,20230430,6,O,국내,D,DEPARTED,출발,1235,20230430CJUOKE1596
KOREAN AIR,대한항공,CJU,KE1608,GWANGJU,광주,,JEJU,제주,KWJ,0923,20230430,3,O,국내,D,DEPARTED,출발,0910,20230430CJUOKE1608
KOREAN AIR,대한항공,CJU,KE1614,GWANGJU,광주,,JEJU,제주,KWJ,1340,20230430,5,O,국내,D,DEPARTED,출발,1300,20230430CJUOKE1614
KOREAN AIR,대한항공,CJU,KE1620,GWANGJU,광주,,JEJU,제주,KWJ,1628,20230430,12,O,국내,D,DEPARTED,출발,1610,20230430CJUOKE1620
KOREAN AIR,대한항공,CJU,KE1704,CHEONGJU,청주,,JEJU,제주,CJJ,0712,20230430,6,O,국내,D,DEPARTED,출발,0700,20230430CJUOKE1704
KOREAN AIR,대한항공,CJU,KE1712,CHEONGJU,청주,,JEJU,제주,CJJ,1229,20230430,3,O,국내,D,DEPARTED,출발,1215,20230430CJUOKE1712
KOREAN AIR,대한항공,CJU,KE1722,CHEONGJU,청주,,JEJU,제주,CJJ,1539,20230430,5,O,국내,D,DEPARTED,출발,1520,20230430CJUOKE1722
JINAIR,진에어,CJU,LJ302,GIMPO,서울/김포,,JEJU,제주,GMP,0828,20230430,1,O,국내,D,DEPARTED,출발,0815,20230430CJUOLJ302
JINAIR,진에어,CJU,LJ304,GIMPO,서울/김포,,JEJU,제주,GMP,0932,20230430,12,O,국내,D,DEPARTED,출발,0915,20230430CJUOLJ304
JINAIR,진에어,CJU,LJ306,GIMPO,서울/김포,,JEJU,제주,GMP,1252,20230430,1,O,국내,D,DEPARTED,출발,1220,20230430CJUOLJ306
JINAIR,진에어,CJU,LJ308,GIMPO,서울/김포,,JEJU,제주,GMP,1333,20230430,12,O,국내,D,DEPARTED,출발,1315,20230430CJUOLJ308
JINAIR,진에어,CJU,LJ310,GIMPO,서울/김포,,JEJU,제주,GMP,1720,20230430,3,O,국내,D,DEPARTED,출발,1700,20230430CJUOLJ310
JINAIR,진에어,CJU,LJ312,GIMPO,서울/김포,,JEJU,제주,GMP,1811,20230430,12,O,국내,D,DEPARTED,출발,1745,20230430CJUOLJ312
JINAIR,진에어,CJU,LJ314,GIMPO,서울/김포,,JEJU,제주,GMP,2121,20230430,1,O,국내,D,DEPARTED,출발,2110,20230430CJUOLJ314
JINAIR,진에어,CJU,LJ316,GIMPO,서울/김포,,JEJU,제주,GMP,2136,20230430,12,O,국내,D,DEPARTED,출발,2120,20230430CJUOLJ316
JINAIR,진에어,CJU,LJ432,WONJU,원주,,JEJU,제주,WJU,1126,20230430,12,O,국내,D,DEPARTED,출발,1110,20230430CJUOLJ432
JINAIR,진에어,CJU,LJ434,WONJU,원주,,JEJU,제주,WJU,1509,20230430,12,O,국내,D,DEPARTED,출발,1450,20230430CJUOLJ434
JINAIR,진에어,CJU,LJ452,POHANG GYEONGJU,포항/포항경주,,JEJU,제주,KPO,1302,20230430,2,O,국내,D,DEPARTED,출발,1245,20230430CJUOLJ452
JINAIR,진에어,CJU,LJ454,POHANG GYEONGJU,포항/포항경주,,JEJU,제주,KPO,1708,20230430,4,O,국내,D,DEPARTED,출발,1635,20230430CJUOLJ454
JINAIR,진에어,CJU,LJ504,GIMHAE,부산/김해,,JEJU,제주,PUS,1526,20230430,12,O,국내,D,DEPARTED,출발,1505,20230430CJUOLJ504
JINAIR,진에어,CJU,LJ506,GIMHAE,부산/김해,,JEJU,제주,PUS,1923,20230430,7,O,국내,D,DEPARTED,출발,1910,20230430CJUOLJ506
JINAIR,진에어,CJU,LJ508,GIMHAE,부산/김해,,JEJU,제주,PUS,1120,20230430,5,O,국내,D,DEPARTED,출발,1100,20230430CJUOLJ508
JINAIR,진에어,CJU,LJ552,CHEONGJU,청주,,JEJU,제주,CJJ,0920,20230430,13,O,국내,D,DEPARTED,출발,0910,20230430CJUOLJ552
JINAIR,진에어,CJU,LJ554,CHEONGJU,청주,,JEJU,제주,CJJ,1432,20230430,12,O,국내,D,DEPARTED,출발,1415,20230430CJUOLJ554
JINAIR,진에어,CJU,LJ558,CHEONGJU,청주,,JEJU,제주,CJJ,1746,20230430,12,O,국내,D,DEPARTED,출발,1725,20230430CJUOLJ558
JINAIR,진에어,CJU,LJ560,CHEONGJU,청주,,JEJU,제주,CJJ,2203,20230430,5,O,국내,D,DEPARTED,출발,2120,20230430CJUOLJ560
JINAIR,진에어,CJU,LJ562,GIMHAE,부산/김해,,JEJU,제주,PUS,1044,20230430,12,O,국내,D,DEPARTED,출발,1030,20230430CJUOLJ562
JINAIR,진에어,CJU,LJ564,GIMHAE,부산/김해,,JEJU,제주,PUS,1326,20230430,3,O,국내,D,DEPARTED,출발,1240,20230430CJUOLJ564
JINAIR,진에어,CJU,LJ566,GIMHAE,부산/김해,,JEJU,제주,PUS,1805,20230430,4,O,국내,D,DEPARTED,출발,1725,20230430CJUOLJ566
JINAIR,진에어,CJU,LJ568,GIMHAE,부산/김해,,JEJU,제주,PUS,1915,20230430,12,O,국내,D,DEPARTED,출발,1905,20230430CJUOLJ568
JINAIR,진에어,CJU,LJ572,DAEGU,대구,,JEJU,제주,TAE,0816,20230430,3,O,국내,D,DEPARTED,출발,0805,20230430CJUOLJ572
JINAIR,진에어,CJU,LJ574,DAEGU,대구,,JEJU,제주,TAE,1217,20230430,12,O,국내,D,DEPARTED,출발,1200,20230430CJUOLJ574
