AIRLINE_ENGLISH,AIRLINE_KOREAN,AIRPORT,AIR_FLN,ARRIVED_ENG,ARRIVED_KOR,BAGGAGE_CLAIM,BOARDING_ENG,BOARDING_KOR,CITY,ETD,FLIGHT_DATE,GATE,IO,LINE,LINE_CODE,RMK_ENG,RMK_KOR,STD,UFID
JEJU AIR,제주항공,GMP,7C135,JEJU,제주,,GIMPO,서울/김포,CJU,1044,20230430,18,O,국내,D,DEPARTED,출발,1035,20230430GMPO7C135
JEJU AIR,제주항공,GMP,7C1382,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,0821,20230430,36,O,국제,I,DEPARTED,출발,0820,20230430GMPO7C1382
JEJU AIR,제주항공,GMP,7C1384,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,1412,20230430,37,O,국제,I,DEPARTED,출발,1400,20230430GMPO7C1384
JEJU AIR,제주항공,GMP,7C141,JEJU,제주,,GIMPO,서울/김포,CJU,0936,20230430,18,O,국내,D,DEPARTED,출발,0925,20230430GMPO7C141
JEJU AIR,제주항공,GMP,7C143,JEJU,제주,,GIMPO,서울/김포,CJU,1327,20230430,18,O,국내,D,DEPARTED,출발,1310,20230430GMPO7C143
JEJU AIR,제주항공,GMP,7C145,JEJU,제주,,GIMPO,서울/김포,CJU,1701,20230430,18,O,국내,D,DEPARTED,출발,1650,20230430GMPO7C145
JEJU AIR,제주항공,GMP,7C147,JEJU,제주,,GIMPO,서울/김포,CJU,2112,20230430,16,O,국내,D,DEPARTED,출발,2030,20230430GMPO7C147
JEJU AIR,제주항공,GMP,7C151,JEJU,제주,,GIMPO,서울/김포,CJU,0635,20230430,11,O,국내,D,DEPARTED,출발,0615,20230430GMPO7C151
JEJU AIR,제주항공,GMP,7C155,JEJU,제주,,GIMPO,서울/김포,CJU,1527,20230430,19,O,국내,D,DEPARTED,출발,1510,20230430GMPO7C155
JEJU AIR,제주항공,GMP,7C202,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0637,20230430,18,O,국내,D,DEPARTED,출발,0620,20230430GMPO7C202
JEJU AIR,제주항공,GMP,7C208,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,2005,20230430,18,O,국내,D,DEPARTED,출발,1945,20230430GMPO7C208
AIR BUSAN,에어부산,GMP,BX8011,JEJU,제주,,GIMPO,서울/김포,CJU,0701,20230430,15,O,국내,D,DEPARTED,출발,0645,20230430GMPOBX8011
AIR BUSAN,에어부산,GMP,BX8013,JEJU,제주,,GIMPO,서울/김포,CJU,0727,20230430,20,O,국내,D,DEPARTED,출발,0710,20230430GMPOBX8013
AIR BUSAN,에어부산,GMP,BX8015,JEJU,제주,,GIMPO,서울/김포,CJU,1834,20230430,20,O,국내,D,DEPARTED,출발,1810,20230430GMPOBX8015
AIR BUSAN,에어부산,GMP,BX8019,JEJU,제주,,GIMPO,서울/김포,CJU,1747,20230430,15,O,국내,D,DEPARTED,출발,1735,20230430GMPOBX8019
AIR BUSAN,에어부산,GMP,BX8021,JEJU,제주,,GIMPO,서울/김포,CJU,1646,20230430,12,O,국내,D,DEPARTED,출발,1505,20230430GMPOBX8021
AIR BUSAN,에어부산,GMP,BX8029,JEJU,제주,,GIMPO,서울/김포,CJU,1211,20230430,11,O,국내,D,DEPARTED,출발,1055,20230430GMPOBX8029
AIR BUSAN,에어부산,GMP,BX8041,JEJU,제주,,GIMPO,서울/김포,CJU,0838,20230430,4,O,국내,D,DEPARTED,출발,0830,20230430GMPOBX8041
AIR BUSAN,에어부산,GMP,BX8091,JEJU,제주,,GIMPO,서울/김포,CJU,1245,20230430,4,O,국내,D,DEPARTED,출발,1220,20230430GMPOBX8091
AIR BUSAN,에어부산,GMP,BX8803,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0734,20230430,14,O,국내,D,DEPARTED,출발,0720,20230430GMPOBX8803
AIR BUSAN,에어부산,GMP,BX8805,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0851,20230430,20,O,국내,D,DEPARTED,출발,0840,20230430GMPOBX8805
AIR BUSAN,에어부산,GMP,BX8807,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0959,20230430,20,O,국내,D,DEPARTED,출발,0940,20230430GMPOBX8807
AIR BUSAN,에어부산,GMP,BX8809,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1112,20230430,20,O,국내,D,DEPARTED,출발,1100,20230430GMPOBX8809
AIR BUSAN,에어부산,GMP,BX8811,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1220,20230430,15,O,국내,D,DEPARTED,출발,1200,20230430GMPOBX8811
AIR BUSAN,에어부산,GMP,BX8813,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1307,20230430,20,O,국내,D,DEPARTED,출발,1250,20230430GMPOBX8813
AIR BUSAN,에어부산,GMP,BX8817,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1434,20230430,20,O,국내,D,DEPARTED,출발,1420,20230430GMPOBX8817
AIR BUSAN,에어부산,GMP,BX8819,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1600,20230430,20,O,국내,D,DEPARTED,출발,1540,20230430GMPOBX8819
AIR BUSAN,에어부산,GMP,BX8821,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1651,20230430,19,O,국내,D,DEPARTED,출발,1640,20230430GMPOBX8821
AIR BUSAN,에어부산,GMP,BX8823,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1757,20230430,17,O,국내,D,DEPARTED,출발,1740,20230430GMPOBX8823
AIR BUSAN,에어부산,GMP,BX8825,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1916,20230430,20,O,국내,D,DEPARTED,출발,1900,20230430GMPOBX8825
AIR BUSAN,에어부산,GMP,BX8827,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,2032,20230430,17,O,국내,D,DEPARTED,출발,2020,20230430GMPOBX8827
AIR INTERNATIONAL CHINA,중국국제항공,GMP,CA138,BEIJING CAPITAL,베이징/서우두,,GIMPO,서울/김포,PEK,1331,20230430,35,O,국제,I,DEPARTED,출발,1315,20230430GMPOCA138
AIR INTERNATIONAL CHINA,중국국제항공,GMP,CA5040,BEIJING CAPITAL,베이징/서우두,,GIMPO,서울/김포,PEK,0843,20230430,34,O,국제,I,DEPARTED,출발,0835,20230430GMPOCA5040
CHINA AIRLINES,중화항공,GMP,CI261,SONGSHAN,타이페이/쑹산,,GIMPO,서울/김포,TSA,1403,20230430,39,O,국제,I,DEPARTED,출발,1345,20230430GMPOCI261
CHINA SOUTHERN AIRLINES,중국남방항공,GMP,CZ318,DAXING,베이징/다싱,,GIMPO,서울/김포,PKX,1247,20230430,R1,O,국제,I,DEPARTED,출발,1230,20230430GMPOCZ318
SHANGHAI AIRLINES,상해항공,GMP,FM3028,HONGQIAO,상하이/홍차오,,GIMPO,서울/김포,SHA,1225,20230430,39,O,국제,I,DEPARTED,출발,1200,20230430GMPOFM3028
SHANGHAI AIRLINES,상해항공,GMP,FM824,HONGQIAO,상하이/홍차오,,GIMPO,서울/김포,SHA,2001,20230430,37,O,국제,I,DEPARTED,출발,1950,20230430GMPOFM824
JAPAN AIRLINES,일본항공,GMP,JL5150,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,1644,20230430,36,O,국제,I,DEPARTED,출발,1635,20230430GMPOJL5150
JAPAN AIRLINES,일본항공,GMP,JL5234,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,0912,20230430,37,O,국제,I,DEPARTED,출발,0900,20230430GMPOJL5234
JAPAN AIRLINES,일본항공,GMP,JL5236,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1629,20230430,37,O,국제,I,DEPARTED,출발,1615,20230430GMPOJL5236
JAPAN AIRLINES,일본항공,GMP,JL5244,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1848,20230430,37,O,국제,I,DEPARTED,출발,1840,20230430GMPOJL5244
JAPAN AIRLINES,일본항공,GMP,JL5246,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,0915,20230430,39,O,국제,I,DEPARTED,출발,0900,20230430GMPOJL5246
JAPAN AIRLINES,일본항공,GMP,JL90,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,0759,20230430,39,O,국제,I,DEPARTED,출발,0750,20230430GMPOJL90
JAPAN AIRLINES,일본항공,GMP,JL92,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1216,20230430,38,O,국제,I,DEPARTED,출발,1205,20230430GMPOJL92
JAPAN AIRLINES,일본항공,GMP,JL94,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1935,20230430,38,O,국제,I,DEPARTED,출발,1920,20230430GMPOJL94
KOREAN AIR,대한항공,GMP,KE1009,JEJU,제주,,GIMPO,서울/김포,CJU,0658,20230430,1,O,국내,D,DEPARTED,출발,0640,20230430GMPOKE1009
KOREAN AIR,대한항공,GMP,KE1017,JEJU,제주,,GIMPO,서울/김포,CJU,0719,20230430,3,O,국내,D,DEPARTED,출발,0700,20230430GMPOKE1017
KOREAN AIR,대한항공,GMP,KE1019,JEJU,제주,,GIMPO,서울/김포,CJU,0725,20230430,8,O,국내,D,DEPARTED,출발,0715,20230430GMPOKE1019
KOREAN AIR,대한항공,GMP,KE1023,JEJU,제주,,GIMPO,서울/김포,CJU,0743,20230430,1,O,국내,D,DEPARTED,출발,0730,20230430GMPOKE1023
KOREAN AIR,대한항공,GMP,KE1033,JEJU,제주,,GIMPO,서울/김포,CJU,0859,20230430,3,O,국내,D,DEPARTED,출발,0810,20230430GMPOKE1033
KOREAN AIR,대한항공,GMP,KE1045,JEJU,제주,,GIMPO,서울/김포,CJU,0913,20230430,10,O,국내,D,DEPARTED,출발,0855,20230430GMPOKE1045
KOREAN AIR,대한항공,GMP,KE1049,JEJU,제주,,GIMPO,서울/김포,CJU,0910,20230430,1,O,국내,D,DEPARTED,출발,0900,20230430GMPOKE1049
KOREAN AIR,대한항공,GMP,KE1055,JEJU,제주,,GIMPO,서울/김포,CJU,0943,20230430,8,O,국내,D,DEPARTED,출발,0930,20230430GMPOKE1055
KOREAN AIR,대한항공,GMP,KE1073,JEJU,제주,,GIMPO,서울/김포,CJU,1057,20230430,8,O,국내,D,DEPARTED,출발,1030,20230430GMPOKE1073
KOREAN AIR,대한항공,GMP,KE1075,JEJU,제주,,GIMPO,서울/김포,CJU,1106,20230430,1,O,국내,D,DEPARTED,출발,1045,20230430GMPOKE1075
KOREAN AIR,대한항공,GMP,KE1081,JEJU,제주,,GIMPO,서울/김포,CJU,1121,20230430,10,O,국내,D,DEPARTED,출발,1100,20230430GMPOKE1081
KOREAN AIR,대한항공,GMP,KE1087,JEJU,제주,,GIMPO,서울/김포,CJU,1222,20230430,8,O,국내,D,DEPARTED,출발,1130,20230430GMPOKE1087
KOREAN AIR,대한항공,GMP,KE1091,JEJU,제주,,GIMPO,서울/김포,CJU,1258,20230430,1,O,국내,D,DEPARTED,출발,1155,20230430GMPOKE1091
KOREAN AIR,대한항공,GMP,KE1113,JEJU,제주,,GIMPO,서울/김포,CJU,1334,20230430,8,O,국내,D,DEPARTED,출발,1300,20230430GMPOKE1113
KOREAN AIR,대한항공,GMP,KE1115,JEJU,제주,,GIMPO,서울/김포,CJU,1339,20230430,3,O,국내,D,DEPARTED,출발,1320,20230430GMPOKE1115
KOREAN AIR,대한항공,GMP,KE1121,JEJU,제주,,GIMPO,서울/김포,CJU,1346,20230430,10,O,국내,D,DEPARTED,출발,1330,20230430GMPOKE1121
KOREAN AIR,대한항공,GMP,KE1131,JEJU,제주,,GIMPO,서울/김포,CJU,1511,20230430,8,O,국내,D,DEPARTED,출발,1415,20230430GMPOKE1131
KOREAN AIR,대한항공,GMP,KE1147,JEJU,제주,,GIMPO,서울/김포,CJU,1521,20230430,10,O,국내,D,DEPARTED,출발,1510,20230430GMPOKE1147
KOREAN AIR,대한항공,GMP,KE1153,JEJU,제주,,GIMPO,서울/김포,CJU,1622,20230430,8,O,국내,D,DEPARTED,출발,1535,20230430GMPOKE1153
KOREAN AIR,대한항공,GMP,KE1165,JEJU,제주,,GIMPO,서울/김포,CJU,1656,20230430,10,O,국내,D,DEPARTED,출발,1630,20230430GMPOKE1165
KOREAN AIR,대한항공,GMP,KE1177,JEJU,제주,,GIMPO,서울/김포,CJU,1738,20230430,8,O,국내,D,DEPARTED,출발,1705,20230430GMPOKE1177
KOREAN AIR,대한항공,GMP,KE1187,JEJU,제주,,GIMPO,서울/김포,CJU,1829,20230430,10,O,국내,D,DEPARTED,출발,1750,20230430GMPOKE1187
KOREAN AIR,대한항공,GMP,KE1193,JEJU,제주,,GIMPO,서울/김포,CJU,1914,20230430,8,O,국내,D,DEPARTED,출발,1820,20230430GMPOKE1193
KOREAN AIR,대한항공,GMP,KE1201,JEJU,제주,,GIMPO,서울/김포,CJU,1901,20230430,3,O,국내,D,DEPARTED,출발,1835,20230430GMPOKE1201
KOREAN AIR,대한항공,GMP,KE1209,JEJU,제주,,GIMPO,서울/김포,CJU,1924,20230430,10,O,국내,D,DEPARTED,출발,1900,20230430GMPOKE1209
KOREAN AIR,대한항공,GMP,KE1211,JEJU,제주,,GIMPO,서울/김포,CJU,2000,20230430,8,O,국내,D,DEPARTED,출발,1920,20230430GMPOKE1211
KOREAN AIR,대한항공,GMP,KE1227,JEJU,제주,,GIMPO,서울/김포,CJU,2059,20230430,8,O,국내,D,DEPARTED,출발,2030,20230430GMPOKE1227
KOREAN AIR,대한항공,GMP,KE1385,JEJU,제주,,GIMPO,서울/김포,CJU,0841,20230430,8,O,국내,D,DEPARTED,출발,0815,20230430GMPOKE1385
KOREAN AIR,대한항공,GMP,KE1803,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0715,20230430,9,O,국내,D,DEPARTED,출발,0700,20230430GMPOKE1803
KOREAN AIR,대한항공,GMP,KE1807,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0823,20230430,9,O,국내,D,DEPARTED,출발,0805,20230430GMPOKE1807
KOREAN AIR,대한항공,GMP,KE1809,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0921,20230430,7,O,국내,D,DEPARTED,출발,0900,20230430GMPOKE1809
KOREAN AIR,대한항공,GMP,KE1811,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1138,20230430,3,O,국내,D,DEPARTED,출발,1020,20230430GMPOKE1811
KOREAN AIR,대한항공,GMP,KE1815,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1251,20230430,3,O,국내,D,DEPARTED,출발,1220,20230430GMPOKE1815
KOREAN AIR,대한항공,GMP,KE1819,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1415,20230430,1,O,국내,D,DEPARTED,출발,1400,20230430GMPOKE1819
KOREAN AIR,대한항공,GMP,KE1823,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1617,20230430,3,O,국내,D,DEPARTED,출발,1600,20230430GMPOKE1823
KOREAN AIR,대한항공,GMP,KE1827,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1732,20230430,3,O,국내,D,DEPARTED,출발,1720,20230430GMPOKE1827
KOREAN AIR,대한항공,GMP,KE1831,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,2027,20230430,3,O,국내,D,DEPARTED,출발,1925,20230430GMPOKE1831
KOREAN AIR,대한항공,GMP,KE1843,ULSAN,울산,,GIMPO,서울/김포,USN,0733,20230430,10,O,국내,D,DEPARTED,출발,0720,20230430GMPOKE1843
KOREAN AIR,대한항공,GMP,KE1847,ULSAN,울산,,GIMPO,서울/김포,USN,1819,20230430,1,O,국내,D,DEPARTED,출발,1800,20230430GMPOKE1847
KOREAN AIR,대한항공,GMP,KE2101,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,0912,20230430,37,O,국제,I,DEPARTED,출발,0900,20230430GMPOKE2101
KOREAN AIR,대한항공,GMP,KE2103,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1629,20230430,37,O,국제,I,DEPARTED,출발,1615,20230430GMPOKE2103
KOREAN AIR,대한항공,GMP,KE2105,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1848,20230430,37,O,국제,I,DEPARTED,출발,1840,20230430GMPOKE2105
KOREAN AIR,대한항공,GMP,KE2117,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,0915,20230430,39,O,국제,I,DEPARTED,출발,0900,20230430GMPOKE2117
KOREAN AIR,대한항공,GMP,KE2119,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,1644,20230430,36,O,국제,I,DEPARTED,출발,1635,20230430GMPOKE2119
KOREAN AIR,대한항공,GMP,KE2201,BEIJING CAPITAL,베이징/서우두,,GIMPO,서울/김포,PEK,0933,20230430,38,O,국제,I,DEPARTED,출발,0910,20230430GMPOKE2201
KOREAN AIR,대한항공,GMP,KE2209,HONGQIAO,상하이/홍차오,,GIMPO,서울/김포,SHA,1614,20230430,,O,국제,I,DEPARTED,출발,1600,20230430GMPOKE2209
KOREAN AIR,대한항공,GMP,KE5707,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1216,20230430,38,O,국제,I,DEPARTED,출발,1205,20230430GMPOKE5707
KOREAN AIR,대한항공,GMP,KE5709,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1935,20230430,38,O,국제,I,DEPARTED,출발,1920,20230430GMPOKE5709
KOREAN AIR,대한항공,GMP,KE5711,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,0759,20230430,39,O,국제,I,DEPARTED,출발,0750,20230430GMPOKE5711
JINAIR,진에어,GMP,LJ301,JEJU,제주,,GIMPO,서울/김포,CJU,0629,20230430,8,O,국내,D,DEPARTED,출발,0605,20230430GMPOLJ301
JINAIR,진에어,GMP,LJ303,JEJU,제주,,GIMPO,서울/김포,CJU,0631,20230430,10,O,국내,D,DEPARTED,출발,0615,20230430GMPOLJ303
JINAIR,진에어,GMP,LJ305,JEJU,제주,,GIMPO,서울/김포,CJU,1047,20230430,3,O,국내,D,DEPARTED,출발,1030,20230430GMPOLJ305
JINAIR,진에어,GMP,LJ307,JEJU,제주,,GIMPO,서울/김포,CJU,1125,20230430,7,O,국내,D,DEPARTED,출발,1100,20230430GMPOLJ307
JINAIR,진에어,GMP,LJ309,JEJU,제주,,GIMPO,서울/김포,CJU,1508,20230430,3,O,국내,D,DEPARTED,출발,1445,20230430GMPOLJ309
JINAIR,진에어,GMP,LJ311,JEJU,제주,,GIMPO,서울/김포,CJU,1532,20230430,1,O,국내,D,DEPARTED,출발,1500,20230430GMPOLJ311
JINAIR,진에어,GMP,LJ313,JEJU,제주,,GIMPO,서울/김포,CJU,1927,20230430,1,O,국내,D,DEPARTED,출발,1905,20230430GMPOLJ313
JINAIR,진에어,GMP,LJ315,JEJU,제주,,GIMPO,서울/김포,CJU,2011,20230430,7,O,국내,D,DEPARTED,출발,1935,20230430GMPOLJ315
JINAIR,진에어,GMP,LJ351,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,2014,20230430,5,O,국내,D,DEPARTED,출발,1940,20230430GMPOLJ351
JINAIR,진에어,GMP,LJ353,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,2034,20230430,10,O,국내,D,DEPARTED,출발,2005,20230430GMPOLJ353
JINAIR,진에어,GMP,LJ355,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0801,20230430,7,O,국내,D,DEPARTED,출발,0740,20230430GMPOLJ355
JINAIR,진에어,GMP,LJ377,YEOSU,여수,,GIMPO,서울/김포,RSU,0817,20230430,2,O,국내,D,DEPARTED,출발,0800,20230430GMPOLJ377
JINAIR,진에어,GMP,LJ391,ULSAN,울산,,GIMPO,서울/김포,USN,1231,20230430,10,O,국내,D,DEPARTED,출발,1215,20230430GMPOLJ391
JINAIR,진에어,GMP,LJ397,POHANG GYEONGJU,포항/포항경주,,GIMPO,서울/김포,KPO,1006,20230430,10,O,국내,D,DEPARTED,출발,0935,20230430GMPOLJ397
JINAIR,진에어,GMP,LJ437,SACHEON,진주/사천,,GIMPO,서울/김포,HIN,0919,20230430,2,O,국내,D,DEPARTED,출발,0905,20230430GMPOLJ437
JINAIR,진에어,GMP,LJ439,SACHEON,진주/사천,,GIMPO,서울/김포,HIN,1642,20230430,7,O,국내,D,DEPARTED,출발,1625,20230430GMPOLJ439
CHINA EASTERN AIRLINES,중국동방항공,GMP,MU512,HONGQIAO,상하이/홍차오,,GIMPO,서울/김포,SHA,1225,20230430,39,O,국제,I,DEPARTED,출발,1200,20230430GMPOMU512
CHINA EASTERN AIRLINES,중국동방항공,GMP,MU8640,HONGQIAO,상하이/홍차오,,GIMPO,서울/김포,SHA,2001,20230430,37,O,국제,I,DEPARTED,출발,1950,20230430GMPOMU8640
ALL NIPPON AIRWAYS (NH),전일본공수,GMP,NH6958,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,0834,20230430,38,O,국제,I,DEPARTED,출발,0810,20230430GMPONH6958
ALL NIPPON AIRWAYS (NH),전일본공수,GMP,NH6968,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,0853,20230430,35,O,국제,I,DEPARTED,출발,0840,20230430GMPONH6968
ALL NIPPON AIRWAYS (NH),전일본공수,GMP,NH6970,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1549,20230430,39,O,국제,I,DEPARTED,출발,1530,20230430GMPONH6970
ALL NIPPON AIRWAYS (NH),전일본공수,GMP,NH6980,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,1749,20230430,34,O,국제,I,DEPARTED,출발,1740,20230430GMPONH6980
ALL NIPPON AIRWAYS (NH),전일본공수,GMP,NH6984,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,2007,20230430,34,O,국제,I,DEPARTED,출발,1950,20230430GMPONH6984
ALL NIPPON AIRWAYS (NH),전일본공수,GMP,NH864,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1255,20230430,34,O,국제,I,DEPARTED,출발,1245,20230430GMPONH864
ALL NIPPON AIRWAYS (NH),전일본공수,GMP,NH866,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1719,20230430,35,O,국제,I,DEPARTED,출발,1705,20230430GMPONH866
ALL NIPPON AIRWAYS (NH),전일본공수,GMP,NH868,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,2009,20230430,36,O,국제,I,DEPARTED,출발,1955,20230430GMPONH868
ASIANA AIRLINE,아시아나항공,GMP,OZ1045,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,1549,20230430,39,O,국제,I,DEPARTED,출발,1530,20230430GMPOOZ1045
ASIANA AIRLINE,아시아나항공,GMP,OZ1065,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,2007,20230430,34,O,국제,I,DEPARTED,출발,1950,20230430GMPOOZ1065
ASIANA AIRLINE,아시아나항공,GMP,OZ1085,HANEDA,도쿄/하네다,,GIMPO,서울/김포,HND,0853,20230430,35,O,국제,I,DEPARTED,출발,0840,20230430GMPOOZ1085
ASIANA AIRLINE,아시아나항공,GMP,OZ1145,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,0834,20230430,38,O,국제,I,DEPARTED,출발,0810,20230430GMPOOZ1145
ASIANA AIRLINE,아시아나항공,GMP,OZ1165,KANSAI,오사카/간사이,,GIMPO,서울/김포,KIX,1749,20230430,34,O,국제,I,DEPARTED,출발,1740,20230430GMPOOZ1165
ASIANA AIRLINE,아시아나항공,GMP,OZ3355,BEIJING CAPITAL,베이징/서우두,,GIMPO,서울/김포,PEK,0843,20230430,34,O,국제,I,DEPARTED,출발,0835,20230430GMPOOZ3355
ASIANA AIRLINE,아시아나항공,GMP,OZ3615,HONGQIAO,상하이/홍차오,,GIMPO,서울/김포,SHA,1607,20230430,34,O,국제,I,DEPARTED,출발,1555,20230430GMPOOZ3615
ASIANA AIRLINE,아시아나항공,GMP,OZ8011,JEJU,제주,,GIMPO,서울/김포,CJU,0701,20230430,15,O,국내,D,DEPARTED,출발,0645,20230430GMPOOZ8011
ASIANA AIRLINE,아시아나항공,GMP,OZ8013,JEJU,제주,,GIMPO,서울/김포,CJU,0727,20230430,20,O,국내,D,DEPARTED,출발,0710,20230430GMPOOZ8013
ASIANA AIRLINE,아시아나항공,GMP,OZ8015,JEJU,제주,,GIMPO,서울/김포,CJU,1834,20230430,20,O,국내,D,DEPARTED,출발,1810,20230430GMPOOZ8015
ASIANA AIRLINE,아시아나항공,GMP,OZ8019,JEJU,제주,,GIMPO,서울/김포,CJU,1747,20230430,15,O,국내,D,DEPARTED,출발,1735,20230430GMPOOZ8019
ASIANA AIRLINE,아시아나항공,GMP,OZ8021,JEJU,제주,,GIMPO,서울/김포,CJU,1646,20230430,12,O,국내,D,DEPARTED,출발,1505,20230430GMPOOZ8021
ASIANA AIRLINE,아시아나항공,GMP,OZ8029,JEJU,제주,,GIMPO,서울/김포,CJU,1211,20230430,11,O,국내,D,DEPARTED,출발,1055,20230430GMPOOZ8029
ASIANA AIRLINE,아시아나항공,GMP,OZ8041,JEJU,제주,,GIMPO,서울/김포,CJU,0838,20230430,4,O,국내,D,DEPARTED,출발,0830,20230430GMPOOZ8041
ASIANA AIRLINE,아시아나항공,GMP,OZ8091,JEJU,제주,,GIMPO,서울/김포,CJU,1245,20230430,4,O,국내,D,DEPARTED,출발,1220,20230430GMPOOZ8091
ASIANA AIRLINE,아시아나항공,GMP,OZ8703,GWANGJU,광주,,GIMPO,서울/김포,KWJ,0923,20230430,17,O,국내,D,DEPARTED,출발,0905,20230430GMPOOZ8703
ASIANA AIRLINE,아시아나항공,GMP,OZ8707,GWANGJU,광주,,GIMPO,서울/김포,KWJ,1605,20230430,17,O,국내,D,DEPARTED,출발,1550,20230430GMPOOZ8707
ASIANA AIRLINE,아시아나항공,GMP,OZ8733,YEOSU,여수,,GIMPO,서울/김포,RSU,0730,20230430,15,O,국내,D,DEPARTED,출발,0715,20230430GMPOOZ8733
ASIANA AIRLINE,아시아나항공,GMP,OZ8735,YEOSU,여수,,GIMPO,서울/김포,RSU,1624,20230430,16,O,국내,D,DEPARTED,출발,1610,20230430GMPOOZ8735
ASIANA AIRLINE,아시아나항공,GMP,OZ8803,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0734,20230430,14,O,국내,D,DEPARTED,출발,0720,20230430GMPOOZ8803
ASIANA AIRLINE,아시아나항공,GMP,OZ8805,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0851,20230430,20,O,국내,D,DEPARTED,출발,0840,20230430GMPOOZ8805
ASIANA AIRLINE,아시아나항공,GMP,OZ8807,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,0959,20230430,20,O,국내,D,DEPARTED,출발,0940,20230430GMPOOZ8807
ASIANA AIRLINE,아시아나항공,GMP,OZ8809,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1112,20230430,20,O,국내,D,DEPARTED,출발,1100,20230430GMPOOZ8809
ASIANA AIRLINE,아시아나항공,GMP,OZ8811,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1220,20230430,15,O,국내,D,DEPARTED,출발,1200,20230430GMPOOZ8811
ASIANA AIRLINE,아시아나항공,GMP,OZ8813,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1307,20230430,20,O,국내,D,DEPARTED,출발,1250,20230430GMPOOZ8813
ASIANA AIRLINE,아시아나항공,GMP,OZ8817,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1434,20230430,20,O,국내,D,DEPARTED,출발,1420,20230430GMPOOZ8817
ASIANA AIRLINE,아시아나항공,GMP,OZ8819,GIMHAE,부산/김해,,GIMPO,서울/김포,PUS,1600,20230430,20,O,국내,D,DEPARTED,출발,1540,20230430GMPOOZ8819
